DATE_TIME,PLANT_ID,IRRADIATION(W/m²),WIND_SPEED(m/s),CLOUD_COVER(%),AMBIENT_TEMPERATURE(°C),THEORETICAL_MODULE_TEMPERATURE(°C),ACTUAL_MODULE_TEMPERATURE(°C),THEORETICAL_DC_POWER(kW),THEORETICAL_AC_POWER(kW),ACTUAL_DC_POWER(kW),ACTUAL_AC_POWER(kW),DC_EFFICIENCY,AC_EFFICIENCY,INVERTOR_EFFICIENCY,DAILY_YIELD(kWh),TOTAL_YIELD(kWh),THEORETICAL_DC_PER_KWP,THEORETICAL_AC_PER_KWP,DC_RESIDUAL(kW),AC_RESIDUAL(kW)
2020-06-05 17:45:00,4136001,122.3071633333333,4.527777777777778,13.75,30.03724260000001,32.22246974549462,31.97617083333333,3034.074784331478,2970.369334702929,3998.84380952381,3914.881428571429,0.15016026016993328,0.1506896659866929,0.9790033357260884,126119.37928571428,2727734.3756120964,0.11877372418600422,0.11627987217470852,964.7690251923318,944.5120938685
2020-06-05 18:00:00,4136001,52.8231213103448,4.361111111111111,8.0,29.26668989655172,30.230088060154582,29.949845931034485,1321.1374085904026,1280.9212091575073,1643.3885714285714,1593.3628571428571,0.0617107512072084,0.06133092945961211,0.9695594120858296,126517.72,2728132.716326382,0.051718043006083486,0.05014371537120796,322.25116283816874,312.44164798534985
2020-06-05 18:15:00,4136001,28.1089406666666,4.1875,7.0,28.38648066666667,28.910485712417085,28.267755066666663,706.8113034914877,683.3017512838186,880.327619047619,851.0466666666666,0.033057111157014624,0.03275806439580613,0.9667385735180841,126730.48166666666,2728345.4779930487,0.027669262223193884,0.02674894309194827,173.5163155561313,167.74491538284803
2020-06-05 18:30:00,4136001,13.9561956793103,4.013888888888888,6.0,28.046846689655176,28.312907040037604,27.30483272413793,351.78666717412716,339.60848437178925,426.3666666666667,411.6066666666666,0.016010460184009517,0.01584335879631721,0.9653819091548744,126833.38333333332,2728448.379659715,0.013771253363637782,0.013294518863644128,74.57999949253951,71.99818229487738
2020-06-05 18:45:00,4136001,2.2514848816666,3.8402777777777777,5.0,27.9624705,28.006386916475673,26.973165933333338,56.82254177345864,54.98145794574716,4.526666666666667,4.38,0.0001699804935492528,0.00016859277836737998,0.9675994108983799,126834.47833333332,2728449.474659716,0.002224409542903059,0.002152337363309734,-52.29587510679197,-50.60145794574716
2020-06-05 19:00:00,4136001,0.0,3.6666666666666665,4.0,27.811192,27.811192,26.976147827586203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 19:15:00,4136001,0.0,3.7222222222222223,4.0,27.6333039,27.6333039,26.9026762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 19:30:00,4136001,0.0,3.7777777777777777,4.0,27.510825448275863,27.510825448275863,26.629292448275866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 19:45:00,4136001,0.0,3.8333333333333335,4.0,27.453949366666667,27.453949366666667,26.54800013333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 20:00:00,4136001,0.0,3.888888888888889,4.0,27.255858266666667,27.255858266666667,26.33677163333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 20:15:00,4136001,0.0,3.881944444444444,4.25,26.938065,26.938065,25.62583444827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 20:30:00,4136001,0.0,3.8749999999999996,4.5,26.712303966666664,26.712303966666664,25.213476499999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 20:45:00,4136001,0.0,3.868055555555556,4.75,26.51872724137931,26.51872724137931,25.01957120689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 21:00:00,4136001,0.0,3.861111111111111,5.0,26.30304063333333,26.30304063333333,24.75647483333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 21:15:00,4136001,0.0,3.868055555555556,7.25,26.129026206896555,26.129026206896555,24.537098724137937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 21:30:00,4136001,0.0,3.8749999999999996,9.5,25.942817266666665,25.942817266666665,24.318805933333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 21:45:00,4136001,0.0,3.881944444444444,11.75,25.792556172413796,25.792556172413796,24.15276475862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 22:00:00,4136001,0.0,3.888888888888889,14.0,25.5582213,25.5582213,23.9446586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 22:15:00,4136001,0.0,3.951388888888889,15.75,25.35404553333333,25.35404553333333,23.63304446666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 22:30:00,4136001,0.0,4.013888888888888,17.5,25.245068689655177,25.245068689655177,23.50212368965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 22:45:00,4136001,0.0,4.076388888888889,19.25,25.0918865,25.0918865,23.4060833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
2020-06-05 23:00:00,4136001,0.0,4.138888888888889,21.0,24.87186710344828,24.87186710344828,23.09075196551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126834.47833333332,2728449.474659716,0.0,0.0,0.0,0.0
